Tree number	size	Clan 1	Clan 2	Clan 3	Clan 4	Clan 5	Clan 6	Clan 7	Clan 8	Clan 9	Clan 10	boot_average	boot_max	boot_min	boot_stdev
Tree 574	55	0	0	1	0	1	0	1	0	0	1	83.384613	100.000000	32.000000	21.107010
Tree 575	54	0	0	0	1	0	0	0	0	0	0	74.686272	100.000000	28.000000	24.771498
Tree 576	51	1	0	0	0	0	1	1	0	0	0	81.333336	100.000000	30.000000	21.860670
Tree 577	57	0	0	0	0	0	0	0	0	0	0	72.074074	100.000000	16.000000	25.959980
Tree 578	53	0	1	0	0	0	0	1	0	0	0	68.160004	100.000000	10.000000	27.562557
Tree 579	46	0	0	0	0	0	0	0	0	0	0	61.093021	100.000000	11.000000	34.274418
Tree 580	52	0	0	0	0	0	0	0	0	0	0	68.244896	100.000000	5.000000	30.140848
Tree 581	53	1	0	0	0	1	0	1	1	0	1	80.320000	100.000000	18.000000	24.309210
Tree 582	49	0	0	0	0	0	0	0	0	0	0	65.434784	100.000000	27.000000	23.211367
Tree 583	52	0	0	0	0	0	0	0	0	0	0	74.102043	100.000000	24.000000	24.391573
Tree 584	44	0	1	0	0	0	0	0	0	0	0	72.073174	100.000000	34.000000	17.198112
Tree 585	47	0	0	1	1	0	1	0	1	0	1	74.227272	100.000000	22.000000	23.470352
Tree 586	53	0	0	1	0	0	0	0	0	0	0	72.419998	100.000000	19.000000	24.819422
Tree 587	52	0	0	1	1	0	1	0	0	0	0	76.938774	100.000000	10.000000	26.143564
Tree 588	49	0	0	0	0	0	0	0	0	0	0	74.826088	100.000000	5.000000	24.777536
Tree 589	46	0	0	0	0	0	0	1	0	0	1	73.744186	100.000000	12.000000	23.319912
Tree 590	55	0	0	0	0	0	0	1	0	0	0	71.269234	100.000000	21.000000	25.644848
Tree 591	45	0	0	0	0	0	0	0	0	0	0	66.285713	100.000000	14.000000	29.080578
Tree 592	50	0	0	0	0	0	0	1	0	0	0	72.510635	100.000000	19.000000	24.440874
Tree 593	48	0	0	0	0	0	0	0	0	0	0	73.800003	100.000000	19.000000	22.979799
Tree 594	54	0	0	0	0	0	0	0	0	0	0	70.686272	100.000000	11.000000	24.480076
Tree 595	47	0	0	1	0	0	0	0	0	0	1	74.681816	100.000000	28.000000	23.834442
Tree 596	51	0	0	0	0	0	0	0	0	0	0	71.583336	100.000000	11.000000	25.829433
Tree 597	48	0	0	0	0	0	0	0	0	0	0	70.155556	100.000000	10.000000	27.689514
Tree 598	56	0	0	0	0	0	1	0	0	0	0	81.547173	100.000000	32.000000	19.020910
Tree 599	50	0	0	0	0	0	0	0	0	0	0	66.063828	100.000000	0.000000	28.032963
Tree 600	51	0	0	0	0	0	1	1	0	0	0	74.125000	100.000000	4.000000	29.379433
Tree 601	44	0	0	0	0	0	1	0	0	0	0	72.536583	100.000000	30.000000	23.070517
Tree 602	55	1	1	0	0	0	0	0	0	0	0	80.269234	100.000000	37.000000	19.825310
Tree 603	53	0	0	0	0	0	0	0	0	0	0	60.040001	100.000000	26.000000	25.626516
Tree 604	51	0	0	0	0	0	0	0	0	0	0	75.562500	100.000000	16.000000	23.820427
Tree 605	53	0	0	0	0	0	0	0	0	0	1	81.559998	100.000000	35.000000	19.312336
Tree 606	54	0	0	0	0	1	0	0	0	0	0	83.156860	100.000000	21.000000	20.850895
Tree 607	48	0	1	0	0	0	0	1	0	0	0	76.177780	100.000000	18.000000	26.515646
Tree 608	45	0	0	0	0	0	0	0	0	0	0	65.142860	100.000000	18.000000	29.265265
Tree 609	53	0	0	0	0	0	0	0	0	0	0	73.660004	100.000000	31.000000	23.542820
Tree 610	44	1	?	0	0	0	0	0	0	0	0	75.365852	100.000000	28.000000	20.960772
Tree 611	54	0	1	0	0	1	0	1	1	0	0	77.862747	100.000000	32.000000	19.989233
Tree 612	47	0	0	1	0	0	0	0	0	0	0	70.022728	100.000000	27.000000	23.835125
Tree 613	49	0	0	0	0	0	0	0	0	0	0	64.826088	100.000000	25.000000	25.873693
Tree 614	52	0	0	0	0	0	0	0	0	0	0	74.081635	100.000000	18.000000	23.406643
Tree 615	43	0	0	0	0	0	1	0	0	0	0	69.525002	100.000000	13.000000	28.786268
Tree 616	54	0	0	0	0	0	0	0	0	0	0	75.568626	100.000000	14.000000	26.525793
Tree 617	54	0	0	1	0	0	0	0	0	0	0	66.882355	100.000000	7.000000	32.559235
Tree 618	49	0	1	0	0	0	0	0	0	0	0	62.130436	100.000000	8.000000	31.362961
Tree 619	43	0	0	0	0	0	0	0	0	0	0	68.750000	100.000000	21.000000	24.888502
Tree 620	52	0	0	0	0	0	0	1	0	0	0	69.836731	100.000000	7.000000	29.863190
Tree 621	47	0	0	0	0	0	1	0	0	0	0	72.954544	100.000000	8.000000	29.108696
Tree 622	48	1	1	0	1	1	1	0	0	0	1	86.933334	100.000000	34.000000	19.801683
Tree 623	53	1	1	1	0	1	0	0	1	1	1	80.839996	100.000000	32.000000	20.897236
Tree 624	53	0	1	0	0	0	0	0	0	0	0	67.599998	100.000000	23.000000	26.552591
Tree 625	49	0	1	0	0	0	0	1	0	0	0	71.108696	100.000000	13.000000	28.224432
Tree 626	55	0	0	0	0	0	0	0	0	0	0	75.250000	100.000000	14.000000	27.328398
Tree 627	50	0	0	0	0	0	0	0	0	0	0	67.808510	100.000000	18.000000	26.793648
Tree 628	46	1	0	0	0	1	0	1	1	0	0	79.255814	100.000000	20.000000	20.718596
Tree 629	46	0	0	0	0	0	0	1	0	0	0	69.395348	100.000000	22.000000	23.684103
Tree 630	56	0	0	0	0	0	0	1	0	0	1	78.377357	100.000000	21.000000	25.183275
Tree 631	53	0	0	0	0	0	0	0	0	0	0	72.139999	100.000000	18.000000	22.871826
Tree 632	48	0	0	0	0	0	0	0	0	0	0	68.866669	100.000000	15.000000	24.443678
Tree 633	51	1	0	1	0	1	1	0	0	0	0	80.041664	100.000000	28.000000	21.102884
Tree 634	54	0	0	0	0	0	0	0	0	0	0	69.607841	100.000000	23.000000	22.199697
Tree 635	51	0	1	0	0	0	0	1	0	0	0	77.145836	100.000000	16.000000	25.246279
Tree 636	53	0	0	0	0	0	0	0	0	0	0	68.760002	100.000000	17.000000	25.175829
Tree 637	50	0	0	0	1	0	0	0	0	0	0	73.936172	100.000000	0.000000	26.924168
Tree 638	49	0	0	0	0	0	0	0	0	0	0	75.500000	100.000000	23.000000	24.091988
Tree 639	45	0	0	0	0	0	0	0	0	0	0	79.761902	100.000000	20.000000	21.726448
Tree 640	53	0	0	0	0	0	0	1	0	0	1	74.339996	100.000000	24.000000	24.015501
Tree 641	49	0	0	0	0	0	1	0	0	0	0	69.391304	100.000000	10.000000	26.462015
Tree 642	51	1	0	0	1	0	0	0	0	0	0	81.375000	100.000000	15.000000	22.994225
Tree 643	52	1	0	0	1	0	0	1	1	0	0	79.244896	100.000000	18.000000	22.340160
Tree 644	45	0	0	0	0	0	0	0	0	0	0	63.904762	100.000000	0.000000	27.131786
Tree 645	50	0	0	0	0	0	1	0	0	0	0	79.936172	100.000000	23.000000	19.220339
Tree 646	54	0	0	0	0	0	0	0	0	0	0	64.352943	100.000000	13.000000	27.736027
Tree 647	55	0	1	1	0	0	1	1	0	0	1	84.173080	100.000000	37.000000	19.535690
Tree 648	52	0	0	0	0	0	0	0	0	0	0	71.673470	100.000000	14.000000	23.681034
Tree 649	46	0	1	0	0	0	1	1	0	0	0	81.162788	100.000000	15.000000	24.635887
Tree 650	54	0	0	0	0	1	0	0	0	0	0	61.450981	100.000000	0.000000	29.121996
Tree 651	47	0	0	1	1	0	1	0	0	0	1	78.977272	100.000000	29.000000	22.647987
Tree 652	44	1	0	0	0	1	0	0	0	0	0	67.975609	100.000000	3.000000	29.514351
Tree 653	55	0	0	0	0	0	0	0	0	0	0	70.461540	100.000000	11.000000	26.394541
Tree 654	48	0	0	0	0	0	1	1	0	0	0	80.511108	100.000000	35.000000	18.896942
Tree 655	53	0	0	0	0	0	0	1	0	0	1	68.739998	100.000000	23.000000	23.007660
Tree 656	50	0	0	1	0	1	0	1	0	0	0	79.808510	100.000000	23.000000	24.256287
Tree 657	50	0	0	0	0	0	0	0	0	0	0	69.468086	100.000000	9.000000	26.816835
Tree 658	54	1	0	1	0	0	0	0	0	0	0	77.137253	100.000000	25.000000	24.026960
Tree 659	51	0	1	0	0	0	0	1	0	0	1	68.770836	100.000000	14.000000	28.964949
Tree 660	44	0	0	0	0	0	0	0	0	0	0	61.195122	100.000000	11.000000	29.739702
Tree 661	50	0	0	0	0	0	0	1	0	0	0	78.659576	100.000000	29.000000	22.959055
Tree 662	46	1	1	0	1	1	1	0	1	0	1	83.906975	100.000000	18.000000	22.245790
Tree 663	53	0	0	0	0	0	1	1	1	0	1	84.000000	100.000000	28.000000	21.304461
Tree 664	54	0	0	0	0	1	1	1	0	0	0	79.176468	100.000000	14.000000	24.834120
Tree 665	45	0	0	0	0	0	0	0	0	0	0	65.071426	100.000000	11.000000	29.124033
Tree 666	51	0	0	0	0	0	0	0	0	0	0	68.958336	100.000000	20.000000	23.695951
Tree 667	54	0	0	0	0	0	0	1	0	0	0	68.784317	100.000000	17.000000	24.083443
Tree 668	47	1	0	0	0	0	1	0	1	0	1	80.000000	100.000000	35.000000	18.411953
Tree 669	55	0	0	0	0	0	0	0	0	0	0	78.519234	100.000000	32.000000	21.917231
Tree 670	46	0	0	0	0	?	0	1	0	0	0	69.813957	100.000000	21.000000	23.826170
Tree 671	47	1	0	1	0	0	1	1	0	0	1	85.704544	100.000000	37.000000	16.661848
Tree 672	51	0	0	0	0	0	0	0	0	0	0	70.375000	100.000000	23.000000	23.303812
Tree 673	45	0	0	0	0	0	0	0	1	0	0	72.595238	100.000000	16.000000	26.248863
Tree 674	56	1	0	0	1	0	1	0	1	0	0	86.509438	100.000000	47.000000	15.767918
Tree 675	54	0	0	0	0	0	0	0	0	0	1	78.764709	100.000000	21.000000	25.320370
Tree 676	57	0	0	0	0	0	0	1	0	0	1	82.203705	100.000000	40.000000	18.496624
Tree 677	50	0	0	0	0	0	0	0	0	0	0	63.255318	100.000000	13.000000	27.310249
Tree 678	52	0	0	1	0	0	0	0	0	0	0	73.040817	100.000000	26.000000	22.477161
Tree 679	44	1	0	1	0	0	0	1	0	0	0	75.317070	100.000000	32.000000	24.242109
Tree 680	48	0	1	0	1	0	0	0	0	0	0	65.377777	100.000000	10.000000	26.427504
Tree 681	48	1	0	0	0	0	0	0	1	0	1	73.800003	100.000000	18.000000	22.808966
Tree 682	52	0	0	0	0	0	0	0	0	0	0	68.122452	100.000000	21.000000	25.455547
Tree 683	49	0	0	0	0	0	0	0	0	0	0	66.108696	99.000000	28.000000	21.112770
Tree 684	51	0	0	0	0	0	0	0	0	0	0	66.812500	99.000000	13.000000	27.671928
Tree 685	50	0	1	0	0	0	0	1	0	0	0	63.702129	100.000000	26.000000	23.166296
Tree 686	51	1	0	0	0	0	1	0	0	0	0	72.833336	100.000000	14.000000	25.139883
Tree 687	51	0	0	0	0	0	1	1	0	0	0	81.583336	100.000000	38.000000	20.782438
Tree 688	48	0	0	0	0	0	0	1	0	0	1	73.911110	100.000000	26.000000	23.041819
Tree 689	48	0	0	0	0	0	0	1	0	0	0	63.911110	100.000000	10.000000	31.638105
Tree 690	54	0	1	0	0	0	1	0	0	0	0	82.843140	100.000000	28.000000	18.507414
Tree 691	46	0	0	1	0	0	0	0	0	0	0	63.488373	100.000000	11.000000	27.326086
Tree 692	50	0	0	0	0	0	1	0	0	0	0	70.553192	100.000000	13.000000	27.711897
Tree 693	48	0	1	0	0	0	0	0	0	0	0	66.000000	100.000000	19.000000	28.878288
Tree 694	50	0	0	0	0	0	0	0	0	0	0	69.021278	100.000000	20.000000	27.233028
Tree 695	45	0	1	0	0	0	1	1	0	0	0	78.380951	100.000000	14.000000	24.194599
Tree 696	44	1	0	0	0	1	0	0	0	0	0	66.073174	100.000000	15.000000	27.055851
Tree 697	50	0	1	1	0	0	0	0	0	0	0	65.255318	100.000000	7.000000	27.392706
Tree 698	46	0	0	0	0	0	0	1	0	0	0	80.348839	100.000000	23.000000	23.841417
Tree 699	46	0	0	1	0	1	0	0	0	0	0	78.209305	100.000000	32.000000	20.688786
Tree 700	46	1	1	1	0	0	0	1	0	0	1	81.186043	100.000000	23.000000	23.135851
Tree 701	53	0	0	0	0	0	1	0	0	0	0	81.360001	100.000000	15.000000	25.121115
Tree 702	48	0	1	0	0	0	0	1	0	0	1	76.466667	100.000000	35.000000	19.203703
Tree 703	48	0	0	1	0	0	0	0	0	0	0	67.422226	100.000000	18.000000	24.043003
Tree 704	55	1	0	0	0	0	0	1	0	0	0	80.942307	100.000000	30.000000	20.770184
Tree 705	52	0	0	0	0	0	0	0	0	0	0	71.163269	100.000000	23.000000	23.210085
Tree 706	47	0	0	0	0	1	1	0	0	0	1	80.704544	100.000000	31.000000	21.242729
Tree 707	49	0	0	0	0	0	0	0	0	0	1	67.434784	100.000000	17.000000	24.435944
Tree 708	49	0	0	0	0	0	0	0	0	0	0	63.673912	100.000000	22.000000	25.447350
Tree 709	51	1	0	0	0	0	0	0	0	0	1	77.229164	100.000000	18.000000	25.994581
Tree 710	51	0	0	0	0	0	0	0	0	0	0	62.354168	100.000000	9.000000	32.058208
Tree 711	54	0	1	1	0	0	0	1	0	0	0	81.921570	100.000000	40.000000	19.207684
Tree 712	54	0	0	0	0	0	1	0	0	0	1	83.117645	100.000000	22.000000	21.793726
Tree 713	54	0	0	1	1	0	1	1	0	0	1	80.450981	100.000000	19.000000	25.237162
Tree 714	57	1	0	0	0	0	0	1	0	0	0	76.203705	100.000000	10.000000	24.738918
Tree 715	45	0	0	0	0	0	0	1	1	0	0	71.309525	100.000000	18.000000	25.712221
Tree 716	50	0	0	0	0	0	0	0	0	0	0	61.531914	100.000000	19.000000	24.970493
Tree 717	49	0	0	0	0	0	0	0	0	0	0	73.043480	100.000000	9.000000	25.803570
Tree 718	46	0	0	0	0	1	0	1	0	0	0	72.976746	100.000000	12.000000	26.304556
Tree 719	49	0	0	0	0	0	0	0	0	0	0	64.826088	100.000000	10.000000	25.798807
Tree 720	48	0	0	0	0	0	0	0	1	0	1	78.977776	100.000000	37.000000	21.747530
Tree 721	54	1	1	0	0	1	0	1	1	0	0	83.607841	100.000000	26.000000	21.434877
Tree 722	52	1	0	0	0	0	1	0	0	0	0	78.632652	100.000000	22.000000	23.179596
Tree 723	46	1	1	0	0	0	0	0	0	0	0	60.906979	99.000000	12.000000	25.850029
Tree 724	47	0	0	0	0	0	0	0	0	0	0	66.045456	100.000000	23.000000	25.409334
Tree 725	55	1	0	0	0	0	0	1	0	0	0	79.692307	100.000000	9.000000	25.330536
Tree 726	49	1	0	0	0	1	0	1	0	0	0	78.869568	100.000000	35.000000	20.453135
Tree 727	49	0	0	0	0	0	0	0	0	0	0	62.913044	100.000000	7.000000	28.301807
Tree 728	48	0	0	0	0	0	0	0	0	0	0	78.622223	100.000000	36.000000	20.113335
Tree 729	54	1	0	0	0	0	0	1	0	0	0	77.215683	100.000000	24.000000	23.594877
Tree 730	49	0	0	1	0	0	1	1	0	0	0	84.065216	100.000000	22.000000	23.119162
Tree 731	48	0	0	0	0	0	0	0	0	0	0	71.955559	100.000000	10.000000	25.744864
Tree 732	47	0	0	0	0	0	0	1	1	0	1	78.159088	100.000000	28.000000	19.101336
Tree 733	50	0	0	0	0	0	0	1	0	0	0	78.382980	100.000000	22.000000	24.607172
Tree 734	52	0	1	0	0	1	0	1	0	0	1	87.224487	100.000000	38.000000	17.202593
Tree 735	57	0	0	0	0	0	0	0	0	0	0	85.351852	100.000000	26.000000	16.937967
Tree 736	48	0	0	0	0	0	0	0	0	0	1	75.822220	100.000000	37.000000	23.305019
Tree 737	48	0	0	0	0	0	0	0	0	0	0	67.422226	100.000000	14.000000	25.889069
Tree 738	46	0	0	0	0	0	0	0	0	0	0	59.581394	100.000000	22.000000	23.793913
Tree 739	48	0	0	0	0	0	0	0	0	0	0	64.622223	100.000000	12.000000	28.865429
Tree 740	54	1	1	0	0	0	0	1	0	0	1	77.980392	100.000000	19.000000	26.372515
Tree 741	56	1	0	0	0	0	0	1	0	0	0	83.301888	100.000000	29.000000	21.842997
Tree 742	48	0	0	1	0	0	0	0	1	0	0	77.444443	100.000000	27.000000	23.314808
Tree 743	50	0	0	1	0	1	0	1	0	0	0	79.638298	100.000000	35.000000	20.161503
Tree 744	53	0	0	0	0	0	0	0	0	0	0	67.620003	100.000000	20.000000	25.351048
Tree 745	48	0	0	0	0	0	0	0	0	0	0	63.022221	100.000000	5.000000	30.590113
Tree 746	54	0	1	0	0	0	1	1	0	0	0	79.823532	100.000000	35.000000	19.304279
Tree 747	50	0	0	0	0	1	0	1	0	0	0	81.957443	100.000000	41.000000	20.293547
Tree 748	47	0	0	0	0	0	0	0	0	0	0	73.431816	100.000000	7.000000	28.948540
Tree 749	50	0	0	0	1	0	1	0	0	0	1	78.446808	100.000000	32.000000	19.885637
Tree 750	53	1	1	0	0	0	0	0	0	0	0	82.139999	100.000000	35.000000	19.747417
Tree 751	51	0	0	0	0	0	0	0	0	0	0	74.645836	100.000000	24.000000	22.480072
Tree 752	54	0	0	0	0	0	0	1	0	0	0	73.764709	100.000000	14.000000	24.875053
Tree 753	44	0	0	0	0	0	0	0	1	0	0	67.170731	100.000000	23.000000	25.293306
Tree 754	44	0	1	0	0	0	0	1	0	0	1	78.195122	100.000000	21.000000	24.273060
Tree 755	54	0	0	1	0	0	0	1	0	0	0	75.764709	100.000000	24.000000	25.751900
Tree 756	52	0	0	0	1	0	0	1	0	0	1	72.061226	100.000000	24.000000	23.623241
Tree 757	47	0	0	0	0	0	0	0	0	0	0	73.909088	100.000000	24.000000	26.018190
Tree 758	46	0	0	0	0	0	1	0	0	0	0	71.767441	100.000000	24.000000	24.416763
Tree 759	47	0	1	0	0	0	0	0	0	0	0	61.113636	100.000000	22.000000	26.293118
Tree 760	50	0	1	0	0	0	1	1	0	0	1	79.404259	100.000000	26.000000	22.158672
Tree 761	49	0	0	0	0	0	1	0	0	0	0	77.630432	100.000000	40.000000	19.450447
Tree 762	54	0	0	1	0	0	1	0	0	0	0	86.019608	100.000000	46.000000	17.386597
Tree 763	52	1	0	0	1	0	0	0	1	0	0	79.816330	100.000000	27.000000	21.824602
Tree 764	52	0	0	0	0	0	0	0	0	0	0	63.204082	100.000000	18.000000	26.573719
Tree 765	55	0	1	0	0	0	1	1	0	0	1	83.288460	100.000000	34.000000	18.766108
Tree 766	53	1	1	1	0	0	1	0	0	0	0	80.760002	100.000000	23.000000	21.927666
Tree 767	47	0	0	0	1	0	1	0	0	0	0	75.704544	100.000000	21.000000	24.492653
Tree 768	45	0	0	0	0	0	1	1	0	0	0	70.500000	100.000000	9.000000	25.330437
Tree 769	43	0	0	0	0	0	0	0	0	0	0	73.074997	100.000000	11.000000	28.502094
Tree 770	55	0	0	0	0	1	0	1	0	0	0	81.788460	100.000000	26.000000	21.401237
Tree 771	46	0	0	0	0	?	1	0	0	0	0	76.860466	100.000000	25.000000	21.334089
Tree 772	47	0	0	0	0	0	0	0	0	0	0	74.863640	100.000000	21.000000	24.068644
Tree 773	50	0	0	0	0	0	0	0	0	0	1	85.829788	100.000000	34.000000	18.586565
Tree 774	52	0	1	0	0	1	0	1	0	0	0	78.122452	100.000000	11.000000	27.535980
Tree 775	51	0	0	0	0	0	0	0	0	0	0	67.020836	100.000000	21.000000	25.158243
Tree 776	51	0	0	0	0	1	0	0	0	0	0	74.708336	100.000000	18.000000	25.456629
Tree 777	52	0	0	0	1	0	1	0	0	0	1	81.102043	100.000000	22.000000	25.232182
Tree 778	47	1	0	0	0	0	0	1	1	0	0	74.590912	100.000000	8.000000	28.846233
Tree 779	50	0	0	0	0	0	0	0	0	0	0	75.446808	100.000000	16.000000	27.909283
Tree 780	52	0	0	0	0	0	0	1	0	0	0	74.979591	100.000000	18.000000	24.973038
Tree 781	51	0	0	0	0	0	0	1	0	0	0	80.729164	100.000000	15.000000	22.478453
Tree 782	44	0	0	0	0	0	0	0	0	0	0	65.365852	100.000000	15.000000	29.089230
Tree 783	55	0	0	0	0	0	1	0	0	0	0	80.000000	100.000000	37.000000	19.592974
Tree 784	44	0	0	0	0	0	0	0	0	0	0	56.902439	100.000000	5.000000	30.137735
Tree 785	49	0	1	0	0	0	0	1	0	0	1	85.260872	100.000000	50.000000	15.912033
Tree 786	46	0	0	0	0	1	0	0	0	0	1	72.767441	100.000000	27.000000	21.458275
Tree 787	53	0	0	0	0	0	0	0	0	0	0	63.580002	100.000000	11.000000	27.527508
Tree 788	54	0	0	1	1	0	1	1	0	0	1	86.725487	100.000000	3.000000	22.172300
Tree 789	49	0	0	0	0	0	0	0	0	0	0	60.630436	100.000000	9.000000	26.144548
Tree 790	57	0	0	0	0	0	0	1	0	0	0	75.796295	100.000000	25.000000	26.125322
Tree 791	47	1	0	1	0	1	1	0	1	0	1	83.136360	100.000000	31.000000	22.360266
Tree 792	52	0	0	0	0	0	0	0	1	0	0	63.408165	100.000000	15.000000	26.332193
Tree 793	52	0	0	0	0	0	0	0	0	0	0	68.693878	100.000000	14.000000	29.454365
Tree 794	51	0	0	0	0	0	0	0	0	0	0	69.000000	100.000000	19.000000	27.277128
Tree 795	45	0	1	0	0	0	0	1	0	0	0	81.238098	100.000000	22.000000	23.041176
Tree 796	43	0	0	0	0	?	0	1	0	0	0	74.599998	100.000000	25.000000	20.774744
Tree 797	50	1	0	0	0	0	0	1	1	0	1	85.659576	100.000000	30.000000	20.245596
Tree 798	46	0	0	0	0	0	1	0	0	0	1	76.930229	100.000000	28.000000	22.605200
Tree 799	51	0	0	0	0	0	0	0	0	0	0	71.562500	100.000000	33.000000	23.555702
Tree 800	55	0	0	0	1	0	0	0	0	0	0	73.923080	100.000000	21.000000	24.577856
Tree 801	48	1	0	1	0	0	0	1	0	0	1	85.288887	100.000000	38.000000	19.611359
Tree 802	49	0	0	0	0	0	0	1	0	0	0	75.500000	100.000000	37.000000	19.312927
Tree 803	51	0	1	0	0	0	0	0	0	0	1	66.937500	100.000000	21.000000	24.975327
Tree 804	55	1	0	0	0	0	0	0	0	0	0	75.692307	100.000000	15.000000	24.896355
Tree 805	45	0	0	0	0	0	0	0	0	0	0	74.976189	100.000000	13.000000	29.660372
Tree 806	46	0	0	1	0	0	1	0	0	0	0	79.209305	100.000000	15.000000	23.594006
Tree 807	52	0	0	0	0	1	0	1	1	1	1	81.244896	100.000000	27.000000	22.582756
Tree 808	43	1	0	0	1	0	0	1	0	0	0	71.474998	100.000000	32.000000	23.820150
Tree 809	44	0	0	0	1	0	1	0	0	0	0	79.951218	100.000000	24.000000	23.074587
Tree 810	44	0	1	0	0	0	0	0	0	0	1	69.439026	100.000000	25.000000	23.871655
Tree 811	49	0	1	0	0	0	0	0	0	0	0	69.500000	100.000000	24.000000	25.020643
Tree 812	53	0	0	0	0	0	0	1	0	0	0	84.099998	100.000000	23.000000	20.877977
Tree 813	43	1	0	0	0	1	0	0	1	0	0	77.500000	100.000000	28.000000	25.169426
Tree 814	45	0	0	0	0	0	0	0	0	0	0	62.452381	100.000000	24.000000	24.659781
Tree 815	48	0	0	0	0	0	0	0	0	0	0	64.422226	100.000000	27.000000	24.989321
Tree 816	55	0	0	0	0	1	0	0	0	0	0	76.519234	100.000000	23.000000	23.544144
Tree 817	51	0	0	1	1	0	0	0	0	0	0	73.562500	100.000000	6.000000	28.890532
Tree 818	46	0	0	0	0	0	0	0	0	0	0	65.302322	100.000000	20.000000	25.534779
Tree 819	45	0	0	0	0	1	0	0	0	0	0	67.357140	100.000000	18.000000	24.398304
Tree 820	48	0	0	1	0	0	1	0	0	0	0	81.977776	100.000000	15.000000	23.696686
Tree 821	47	1	1	0	1	0	0	0	0	0	0	73.045456	100.000000	25.000000	22.772545
Tree 822	45	0	0	0	0	1	1	0	0	0	0	78.380951	100.000000	22.000000	24.824095
Tree 823	49	1	0	0	0	0	1	1	0	0	0	77.326088	100.000000	25.000000	24.708784
Tree 824	50	0	1	0	0	0	1	0	0	0	1	75.978722	100.000000	22.000000	25.288538
Tree 825	51	0	1	0	0	0	1	0	0	0	1	81.250000	100.000000	34.000000	20.840166
Tree 826	47	1	0	0	0	1	0	1	1	0	0	86.681816	100.000000	28.000000	19.570122
Tree 827	55	0	0	1	0	0	1	1	0	0	1	87.269234	100.000000	30.000000	18.307327
Tree 828	52	0	0	0	0	0	0	0	0	0	0	70.265305	100.000000	23.000000	20.933105
Tree 829	49	0	0	0	0	0	0	0	0	0	0	76.913040	100.000000	35.000000	19.186527
Tree 830	44	0	0	0	0	0	0	1	0	0	0	63.731709	100.000000	10.000000	26.340199
Tree 831	49	0	1	0	0	0	0	1	0	0	0	81.500000	100.000000	37.000000	19.224928
Tree 832	55	1	1	0	0	0	1	1	0	0	1	79.307693	100.000000	27.000000	22.009209
Tree 833	53	1	0	0	0	0	1	0	0	0	0	81.000000	100.000000	17.000000	23.411108
Tree 834	44	1	0	1	0	0	0	0	0	0	1	78.731705	100.000000	40.000000	18.112150
Tree 835	43	0	1	0	0	0	0	0	0	0	1	69.974998	100.000000	28.000000	23.500519
Tree 836	49	0	0	0	0	0	0	0	0	0	0	79.565216	100.000000	17.000000	23.870712
Tree 837	51	0	0	0	0	0	1	0	0	0	0	84.895836	100.000000	49.000000	15.935076
Tree 838	53	0	0	1	0	0	0	1	0	0	0	72.660004	100.000000	22.000000	26.540243
Tree 839	56	0	0	0	0	0	1	1	1	0	1	81.490562	100.000000	23.000000	22.141590
Tree 840	50	0	0	0	0	0	0	0	0	0	0	59.872341	100.000000	15.000000	26.441921
Tree 841	49	0	1	0	0	0	0	1	0	0	0	74.826088	100.000000	27.000000	22.644037
Tree 842	47	0	0	0	0	1	1	1	0	0	1	88.409088	100.000000	32.000000	17.635603
Tree 843	50	0	0	1	0	0	0	0	0	0	0	73.638298	100.000000	15.000000	28.505634
Tree 844	44	0	0	0	0	0	0	0	0	0	0	73.292686	100.000000	24.000000	25.550758
Tree 845	50	0	0	1	1	0	0	0	0	1	0	70.234039	100.000000	28.000000	25.417545
Tree 846	54	0	1	0	0	1	0	1	0	0	1	85.686272	100.000000	25.000000	18.091801
Tree 847	56	1	0	0	0	0	1	1	0	0	1	83.660378	100.000000	31.000000	20.395102
Tree 848	45	0	0	1	0	0	0	0	0	0	0	73.309525	100.000000	27.000000	22.379293
Tree 849	55	0	1	0	0	0	0	0	0	0	0	76.211540	100.000000	14.000000	25.419052
Tree 850	55	0	0	0	1	0	0	1	0	0	1	79.653847	100.000000	26.000000	23.912409
Tree 851	51	0	0	0	0	0	0	0	0	0	0	60.541668	100.000000	0.000000	29.753119
Tree 852	52	0	0	0	0	0	0	0	0	0	0	72.000000	100.000000	22.000000	21.743402
Tree 853	52	0	0	0	0	0	0	0	0	0	0	69.224487	100.000000	28.000000	26.159063
Tree 854	49	0	0	0	0	0	0	1	0	0	0	71.608696	100.000000	11.000000	26.585775
Tree 855	45	0	0	1	1	0	1	1	1	0	1	87.142860	100.000000	44.000000	16.695553
Tree 856	47	0	1	0	0	0	0	0	0	0	1	75.045456	100.000000	27.000000	27.492933
Tree 857	55	1	1	1	0	0	1	1	0	0	1	87.865387	100.000000	39.000000	17.156551
Tree 858	45	0	0	0	0	0	0	1	0	0	0	67.214287	100.000000	9.000000	28.768814
Tree 859	52	0	0	0	0	0	1	1	0	0	0	81.979591	100.000000	26.000000	21.764500
Tree 860	44	0	0	0	0	0	0	0	0	0	1	70.121948	100.000000	9.000000	26.798428
Tree 861	43	0	0	0	0	0	0	1	0	0	0	70.925003	100.000000	0.000000	24.559507
Tree 862	49	0	1	1	0	0	0	1	1	0	1	83.086960	100.000000	33.000000	17.478962
