Tree number	size	Clan 1	Clan 2	Clan 3	Clan 4	Clan 5	Clan 6	Clan 7	Clan 8	boot_average	boot_max	boot_min	boot_stdev
Tree 620	18	0	0	0	0	0	0	0	0	48.466667	93.000000	11.000000	21.102501
Tree 621	18	0	0	0	0	0	0	0	0	51.933334	87.000000	19.000000	20.263157
Tree 622	17	0	0	0	0	0	?	1	1	56.714287	100.000000	27.000000	23.211538
Tree 623	16	0	0	0	1	0	?	0	0	52.461540	95.000000	19.000000	22.835922
Tree 624	18	0	0	0	0	0	0	0	0	44.333332	83.000000	19.000000	20.131788
Tree 625	16	0	0	0	1	0	0	0	0	54.615383	94.000000	23.000000	23.850620
Tree 626	21	0	0	0	0	0	1	0	1	52.500000	100.000000	18.000000	23.530712
Tree 627	17	1	0	0	?	0	0	1	0	43.785713	83.000000	19.000000	21.058350
Tree 628	22	0	0	0	0	1	0	0	0	44.947369	97.000000	1.000000	31.293978
Tree 629	17	0	0	0	0	0	?	1	0	61.142857	100.000000	17.000000	22.799929
Tree 630	17	0	0	0	0	0	0	0	1	64.785713	87.000000	47.000000	12.851784
Tree 631	21	0	0	0	0	0	0	0	0	49.333332	82.000000	9.000000	21.434656
Tree 632	18	0	0	0	0	0	0	0	0	52.933334	82.000000	12.000000	20.599245
Tree 633	19	0	0	0	?	0	1	0	1	63.125000	96.000000	30.000000	19.845890
Tree 634	23	0	0	0	0	0	0	1	0	54.299999	100.000000	22.000000	22.797152
Tree 635	16	0	0	0	0	0	?	0	0	47.307693	100.000000	12.000000	25.326740
Tree 636	16	0	0	0	0	0	0	1	1+	53.230770	90.000000	29.000000	16.272457
Tree 637	18	0	0	0	0	0	0	0	0	42.200001	79.000000	18.000000	18.316477
Tree 638	20	1	0	0	1	0	0	1	1	54.529411	100.000000	23.000000	25.118818
Tree 639	18	0	0	0	0	0	0	0	0	58.266666	88.000000	34.000000	18.086704
Tree 640	18	1	0	0	?	1	0	0	0	44.666668	100.000000	14.000000	21.773582
Tree 641	19	0	0	0	?	0	0	0	0	61.500000	100.000000	29.000000	23.347912
Tree 642	19	0	0	0	0	0	?	1	0	59.625000	93.000000	25.000000	21.085762
Tree 643	21	0	0	0	0	1	0	1	1	61.944443	99.000000	25.000000	22.889767
Tree 644	16	0	0	0	0	0	?	0	1	40.307693	82.000000	17.000000	20.291660
Tree 645	17	0	0	0	0	0	0	0	0	60.642857	97.000000	26.000000	22.211988
Tree 646	19	0	0	0	0	0	?	0	0	56.375000	100.000000	17.000000	25.992487
Tree 647	16	1	0	0	0	1	?	0	0	56.000000	100.000000	18.000000	27.021360
Tree 648	19	0	0	0	?	0	0	0	1	53.312500	99.000000	26.000000	21.365038
Tree 649	16	0	0	0	?	0	0	0	1	41.846153	79.000000	9.000000	21.540110
Tree 650	18	0	0	0	?	0	0	0	0	63.333332	100.000000	27.000000	22.466764
Tree 651	21	0	0	0	0	0	0	1	0	58.111111	99.000000	14.000000	22.459566
Tree 652	16	0	0	0	0	0	?	1	1	56.153847	92.000000	12.000000	26.252754
Tree 653	20	0	0	0	1	0	0	0	0	57.941177	100.000000	15.000000	23.653057
Tree 654	16	0	0	0	0	1	?	1	0	53.307693	93.000000	13.000000	21.427462
Tree 655	23	0	0	0	0	0	0	0	0	49.549999	97.000000	11.000000	25.533262
Tree 656	20	0	0	0	0	1	?	0	0	49.470589	75.000000	19.000000	14.613119
Tree 657	19	0	0	0	?	0	0	0	0	42.437500	98.000000	3.000000	25.838366
Tree 658	17	0	0	0	0	0	?	0	0	52.500000	100.000000	9.000000	26.583427
Tree 659	16	1	1	0	1	0	?	1	1	63.692307	100.000000	35.000000	18.137867
Tree 660	16	0	0	0	?	0	0	0	0	51.615383	99.000000	27.000000	20.269487
Tree 661	16	0	0	1	0	1	1	1	0	45.384617	80.000000	17.000000	21.716845
Tree 662	18	0	0	0	0	0	0	?	1	47.133335	91.000000	20.000000	15.568630
Tree 663	16	0	0	0	0	0	?	1	1+	52.923077	100.000000	18.000000	25.354294
Tree 664	18	0	0	0	1	0	0	1	0	45.933334	87.000000	14.000000	23.530027
Tree 665	22	0	0	0	0	0	0	0	0	55.421051	93.000000	20.000000	20.314152
Tree 666	16	1	0	0	?	0	0	0	1	57.615383	93.000000	19.000000	22.050777
Tree 667	22	0	0	0	0	0	0	0	0	48.736843	94.000000	17.000000	20.756336
Tree 668	16	1	0	0	0	0	0	1	0	55.923077	96.000000	15.000000	25.186874
Tree 669	17	0	0	0	?	0	0	0	0	49.500000	82.000000	18.000000	16.426243
Tree 670	21	0	0	0	?	0	0	1	0	51.000000	81.000000	15.000000	19.072960
Tree 671	15	0	0	0	0	?	0	0	0	51.166668	78.000000	27.000000	16.195850
Tree 672	16	0	0	0	0	0	1	0	0	59.692307	97.000000	24.000000	23.711031
Tree 673	16	0	0	0	0	0	?	0	1	50.307693	93.000000	28.000000	20.352224
Tree 674	17	0	0	0	?	0	0	0	0	42.000000	100.000000	5.000000	27.216066
Tree 675	16	0	0	0	0	0	?	0	0	48.384617	100.000000	10.000000	28.515955
Tree 676	21	0	0	0	0	0	0	1	1	61.444443	100.000000	19.000000	25.058205
Tree 677	20	0	0	0	?	0	0	0	1	57.529411	99.000000	18.000000	21.598251
Tree 678	17	0	0	0	1	0	?	1	1+	60.500000	92.000000	28.000000	20.244047
Tree 679	15	?	0	0	0	0	0	0	0	46.833332	85.000000	24.000000	20.614853
Tree 680	19	0	0	0	0	0	0	1	0	54.625000	83.000000	27.000000	18.486059
Tree 681	21	0	0	0	1	0	0	1	0	59.500000	88.000000	27.000000	20.982136
Tree 682	18	0	0	0	0	0	0	0	0	57.933334	98.000000	9.000000	28.360693
Tree 683	18	0	0	0	1	0	?	1	1	57.200001	94.000000	19.000000	24.150085
Tree 684	20	0	0	0	0	0	0	1	0	61.588234	98.000000	27.000000	21.882193
Tree 685	23	0	0	0	0	0	0	1	0	39.150002	85.000000	14.000000	16.793674
Tree 686	22	0	0	0	0	0	0	1	0	58.263157	94.000000	23.000000	23.046505
Tree 687	16	0	0	0	0	0	0	0	1+	45.461540	99.000000	9.000000	25.360828
Tree 688	20	0	0	0	0	0	0	1	0	45.941177	100.000000	4.000000	31.736914
Tree 689	20	0	0	0	0	0	0	0	0	45.882355	100.000000	3.000000	28.045935
Tree 690	18	0	0	1	0	0	?	1	0	61.666668	98.000000	20.000000	22.296986
Tree 691	16	0	0	0	1	0	0	0	0	46.923077	79.000000	15.000000	20.611652
Tree 692	24	0	0	0	0	0	0	0	0	50.666668	100.000000	26.000000	19.496845
Tree 693	18	0	1	0	0	0	0	0	1	56.000000	100.000000	17.000000	24.456764
Tree 694	16	0	0	0	1	0	?	0	1	44.000000	72.000000	12.000000	16.195915
Tree 695	19	0	0	0	0	0	0	0	0	51.812500	100.000000	12.000000	29.157372
Tree 696	21	0	0	0	0	0	0	0	1	50.333332	94.000000	8.000000	21.949436
Tree 697	17	0	0	0	?	0	0	1	0	54.500000	95.000000	22.000000	26.754839
Tree 698	17	1	0	0	0	0	0	0	0	53.214287	100.000000	15.000000	30.790024
Tree 699	21	0	0	0	1	0	0	1	1	56.666668	100.000000	15.000000	26.668751
Tree 700	16	0	0	0	?	0	0	1	0	53.000000	99.000000	29.000000	24.124676
Tree 701	16	0	0	0	0	0	?	1	0	50.230770	93.000000	15.000000	27.333141
Tree 702	17	0	0	0	0	0	?	0	0	41.071430	71.000000	20.000000	15.030750
Tree 703	17	1	1	0	1	0	?	1	0	52.285713	91.000000	12.000000	21.295300
Tree 704	18	0	0	1	1	1	0	1	1	69.666664	94.000000	36.000000	19.063635
Tree 705	16	0	0	0	0	0	?	0	0	43.538460	100.000000	3.000000	30.241629
Tree 706	20	0	0	0	1	0	0	0	0	58.941177	100.000000	26.000000	21.120022
Tree 707	17	0	0	0	?	0	?	1	0	39.928570	73.000000	2.000000	25.098276
Tree 708	16	0	0	0	0	0	?	0	0	45.461540	81.000000	12.000000	24.889339
Tree 709	17	0	0	0	1	0	0	0	0	68.428574	100.000000	34.000000	22.151152
Tree 710	15	0	0	0	?	0	?	1	0	51.416668	88.000000	7.000000	27.044588
Tree 711	19	0	0	0	0	0	0	0	0	36.562500	71.000000	8.000000	19.547918
Tree 712	16	1	1	0	0	0	?	1	0	56.461540	96.000000	17.000000	25.906981
Tree 713	17	0	0	0	?	0	0	1	0	59.857143	100.000000	19.000000	20.725613
Tree 714	16	0	0	0	?	0	1	1	0	52.230770	98.000000	19.000000	26.559523
Tree 715	17	0	0	0	0	1	0	1	0	50.285713	99.000000	18.000000	24.464050
Tree 716	17	0	0	0	0	0	0	0	1	50.071430	100.000000	12.000000	22.597294
Tree 717	18	0	0	0	0	0	0	0	0	51.000000	100.000000	14.000000	25.806976
Tree 718	21	0	0	0	?	0	0	0	0	60.055557	95.000000	11.000000	26.150148
Tree 719	20	0	0	0	0	0	0	0	0	46.705883	100.000000	11.000000	20.305794
Tree 720	19	0	0	0	?	0	0	0	0	45.250000	100.000000	8.000000	29.558205
Tree 721	22	0	0	0	0	0	0	0	1	56.263157	100.000000	17.000000	26.498941
Tree 722	22	0	0	0	0	0	0	0	0	63.052631	100.000000	27.000000	23.455385
Tree 723	16	1	0	0	0	0	0	1	0	56.846153	85.000000	27.000000	14.981251
Tree 724	24	0	0	0	1	0	1	1	0	54.238094	100.000000	19.000000	21.560335
Tree 725	15	0	0	0	0	?	?	0	0	60.666668	92.000000	9.000000	25.107546
Tree 726	18	0	0	0	0	0	?	1	1	52.066666	96.000000	22.000000	19.250858
Tree 727	16	0	0	0	1	0	0	1	1	45.923077	86.000000	16.000000	19.870586
Tree 728	16	0	0	0	0	0	1	0	0	52.000000	100.000000	22.000000	22.586586
Tree 729	19	0	0	0	1	0	0	0	0	51.687500	96.000000	20.000000	20.474737
Tree 730	18	0	0	0	0	0	0	1	0	59.266666	100.000000	11.000000	29.376785
Tree 731	22	0	0	0	0	0	0	0	0	46.210526	82.000000	16.000000	19.138222
Tree 732	21	0	0	0	0	0	0	1	0	49.555557	96.000000	13.000000	25.451963
Tree 733	16	0	0	1	0	0	0	1	1	43.307693	90.000000	10.000000	24.521214
Tree 734	17	0	0	0	?	0	?	1	0	60.714287	93.000000	28.000000	18.744251
Tree 735	17	0	0	0	?	0	?	0	0	50.214287	80.000000	20.000000	19.911154
Tree 736	20	0	0	0	1	0	1	0	0	52.058823	99.000000	27.000000	21.072622
Tree 737	16	0	0	0	1	0	0	1	1	58.153847	89.000000	19.000000	25.279503
Tree 738	17	0	0	0	0	0	0	0	0	49.000000	97.000000	24.000000	19.493589
Tree 739	19	0	0	0	0	?	0	0	0	37.000000	80.000000	16.000000	15.394804
Tree 740	21	0	0	0	0	0	0	1	1	60.388889	100.000000	21.000000	25.897532
Tree 741	20	0	1	0	?	0	0	1	0	55.529411	91.000000	24.000000	19.042112
Tree 742	19	0	0	0	1	0	0	1	0	51.687500	99.000000	16.000000	28.277020
Tree 743	21	0	0	0	0	0	0	0	0	42.833332	98.000000	15.000000	23.549593
Tree 744	16	0	0	0	?	0	0	0	0	43.384617	73.000000	13.000000	18.825264
Tree 745	22	0	0	0	0	0	0	0	0	45.947369	100.000000	3.000000	29.621246
Tree 746	22	0	0	0	1	0	0	0	0	45.631580	92.000000	4.000000	26.095392
Tree 747	19	0	0	0	1	0	0	0	1	59.750000	93.000000	21.000000	18.889481
Tree 748	16	0	1	1	?	0	1	1	1	57.923077	99.000000	30.000000	18.557444
Tree 749	17	0	0	0	0	1	0	1	0	52.214287	99.000000	21.000000	23.364132
Tree 750	22	0	0	0	0	0	0	1	1	52.263157	100.000000	7.000000	30.796175
Tree 751	16	0	0	0	1	?	?	0	0	46.307693	92.000000	11.000000	25.616655
Tree 752	19	0	0	0	0	0	?	0	0	52.062500	94.000000	28.000000	18.335310
Tree 753	18	0	0	0	0	0	0	0	0	51.066666	99.000000	20.000000	22.906961
Tree 754	19	0	0	0	0	0	?	0	0	55.875000	100.000000	13.000000	25.869564
Tree 755	22	0	0	0	0	0	0	1	0	51.315788	97.000000	17.000000	23.744370
Tree 756	20	0	0	0	0	0	0	0	0	37.882355	62.000000	18.000000	12.731999
Tree 757	17	0	0	0	?	0	0	0	0	59.500000	100.000000	19.000000	25.127533
Tree 758	23	0	0	0	0	0	0	0	0	59.750000	100.000000	12.000000	28.342327
Tree 759	16	1	0	0	0	0	0	0	0	48.692307	94.000000	21.000000	22.584488
Tree 760	16	0	1	0	0	1	0	1	1+	65.153847	99.000000	41.000000	18.891781
Tree 761	23	0	0	0	0	0	0	0	0	46.349998	100.000000	2.000000	33.309570
Tree 762	16	0	0	0	0	0	?	1	0	52.307693	100.000000	19.000000	28.751949
Tree 763	16	0	0	0	?	0	0	0	0	52.846153	89.000000	14.000000	21.324764
Tree 764	19	0	0	0	0	0	?	0	0	61.687500	100.000000	20.000000	25.731106
Tree 765	16	0	0	0	?	0	0	1	0	47.769230	96.000000	7.000000	23.710283
Tree 766	20	0	0	0	0	0	0	0	0	47.647060	85.000000	8.000000	22.143757
Tree 767	19	0	0	0	0	0	1	0	0	52.250000	98.000000	13.000000	23.177305
Tree 768	16	0	0	0	?	0	0	1	0	64.076920	94.000000	30.000000	22.043530
Tree 769	17	0	0	0	0	0	0	1	0	55.000000	98.000000	10.000000	22.152073
Tree 770	16	0	0	0	0	0	0	0	0	50.615383	93.000000	18.000000	23.529158
Tree 771	17	0	0	0	?	0	0	0	0	55.071430	94.000000	20.000000	24.814928
Tree 772	15	0	0	0	1	0	?	0	0	40.833332	100.000000	10.000000	26.937685
Tree 773	18	1	1	0	0	1	?	1	0	63.266666	100.000000	29.000000	23.037554
Tree 774	24	0	1	0	0	0	0	0	0	62.761906	100.000000	29.000000	23.892427
Tree 775	17	0	0	0	0	1	?	1	0	63.714287	99.000000	28.000000	23.947647
Tree 776	22	0	0	0	0	0	0	0	0	36.210526	58.000000	16.000000	11.293123
Tree 777	19	0	1	0	0	0	0	0	0	41.000000	89.000000	14.000000	19.586348
Tree 778	17	0	0	0	0	0	0	1	0	68.428574	100.000000	31.000000	22.585440
Tree 779	19	0	0	0	0	0	0	0	0	50.812500	93.000000	31.000000	18.490601
Tree 780	16	0	0	0	0	1	0	?	1	54.538460	79.000000	25.000000	15.628452
Tree 781	17	0	0	0	1	0	0	0	0	48.642857	98.000000	10.000000	27.858335
Tree 782	20	0	0	0	0	1	0	0	0	51.235294	99.000000	11.000000	23.259480
Tree 783	20	0	0	0	0	0	0	0	0	58.235294	99.000000	28.000000	21.358370
Tree 784	18	1	0	0	0	0	0	0	0	44.000000	93.000000	23.000000	18.949055
Tree 785	19	0	0	0	?	0	?	0	0	40.750000	87.000000	7.000000	23.799948
Tree 786	21	0	0	0	0	0	0	0	0	43.277779	88.000000	7.000000	25.622919
Tree 787	18	0	0	0	1	0	?	1	0	55.666668	98.000000	8.000000	27.007816
Tree 788	17	1	0	0	0	0	?	0	1	38.000000	91.000000	13.000000	25.410910
Tree 789	16	0	0	0	1	0	?	1	0	52.692307	100.000000	21.000000	21.875116
Tree 790	21	0	0	0	0	0	0	0	0	42.277779	100.000000	18.000000	20.601526
Tree 791	21	0	0	0	1	0	0	0	0	46.666668	95.000000	19.000000	20.529112
Tree 792	18	0	0	0	0	0	?	1	0	62.733334	100.000000	34.000000	22.061932
Tree 793	19	1	1	0	1	0	?	0	0	65.562500	100.000000	34.000000	21.121578
Tree 794	16	0	0	0	?	0	?	0	0	60.230770	100.000000	33.000000	16.613960
Tree 795	17	0	0	0	?	1	?	0	0	51.642857	100.000000	23.000000	21.215248
Tree 796	18	0	0	0	1	0	0	0	1	51.200001	95.000000	5.000000	28.918737
Tree 797	18	1	1	0	0	0	0	1	1	79.800003	100.000000	48.000000	16.075653
Tree 798	17	0	0	0	0	0	?	0	0	36.285713	79.000000	7.000000	22.150229
Tree 799	17	1	1	0	1	?	1	1	1	56.714287	77.000000	34.000000	13.322530
Tree 800	15	0	0	0	?	0	0	1	0	38.750000	70.000000	15.000000	15.557018
Tree 801	19	0	0	0	0	0	0	?	0	48.500000	97.000000	11.000000	19.554411
Tree 802	23	0	0	1	0	0	0	0	0	53.450001	100.000000	21.000000	22.249662
Tree 803	19	0	0	0	0	0	?	0	0	58.312500	100.000000	17.000000	24.450764
Tree 804	17	0	0	0	0	1	?	1	0	55.500000	92.000000	15.000000	24.993570
Tree 805	17	0	0	0	?	0	0	1	1	58.285713	99.000000	11.000000	26.493742
Tree 806	17	0	0	0	0	0	0	1	1+	47.571430	100.000000	5.000000	28.364250
Tree 807	21	0	0	0	0	0	0	0	0	36.166668	79.000000	14.000000	17.576025
Tree 808	17	0	0	0	0	0	?	0	0	54.000000	87.000000	33.000000	14.942748
Tree 809	20	0	0	0	0	0	?	1	0	55.294117	88.000000	13.000000	24.795078
Tree 810	17	0	0	0	1	0	?	1	0	46.928570	92.000000	14.000000	23.926865
Tree 811	17	0	0	0	0	0	1	1	1	55.928570	92.000000	18.000000	21.717224
Tree 812	21	0	0	0	0	0	0	0	0	55.444443	93.000000	25.000000	18.634562
Tree 813	17	0	0	0	?	0	0	0	0	40.714287	100.000000	21.000000	19.861767
Tree 814	21	0	0	0	1	0	0	1	0	59.611111	96.000000	9.000000	26.189775
Tree 815	18	0	0	0	1	0	0	0	0	52.400002	94.000000	16.000000	24.529711
Tree 816	16	0	0	0	0	1	?	0	0	62.000000	95.000000	23.000000	20.373438
Tree 817	17	0	0	0	?	0	?	1	1	66.428574	100.000000	27.000000	24.697351
Tree 818	18	0	0	0	?	0	1	0	0	58.133335	94.000000	26.000000	18.909843
Tree 819	18	0	0	0	0	0	?	0	0	52.133335	100.000000	21.000000	26.262436
Tree 820	19	0	0	0	0	0	0	0	0	43.187500	91.000000	17.000000	17.252604
Tree 821	16	0	0	0	1	1	0	1	0	61.846153	100.000000	21.000000	21.686033
Tree 822	16	0	0	0	0	0	?	0	1	37.538460	79.000000	17.000000	14.388111
Tree 823	17	0	0	0	0	0	?	1	0	54.214287	92.000000	28.000000	17.558794
Tree 824	16	0	0	0	0	0	?	0	0	61.615383	99.000000	25.000000	22.859230
Tree 825	21	0	0	0	0	0	0	0	0	51.000000	97.000000	26.000000	22.128412
Tree 826	21	0	0	0	0	0	0	1	0	54.111111	94.000000	17.000000	26.459379
Tree 827	16	0	0	0	?	0	0	0	0	47.846153	100.000000	23.000000	21.876740
Tree 828	19	0	0	0	?	0	0	0	0	40.437500	100.000000	4.000000	23.764387
Tree 829	23	0	0	0	0	0	0	0	0	54.599998	99.000000	11.000000	29.756346
Tree 830	20	0	0	0	0	0	0	1	1	52.705883	99.000000	15.000000	26.152864
Tree 831	21	0	0	0	1	0	0	0	0	57.833332	99.000000	18.000000	20.177683
Tree 832	15	1	1	0	0	0	?	0	1	48.083332	76.000000	23.000000	14.103536
Tree 833	16	0	0	0	?	1	0	0	1+	51.384617	100.000000	23.000000	24.653095
Tree 834	19	1	0	0	0	0	0	0	0	53.687500	99.000000	12.000000	24.732870
Tree 835	17	0	0	0	0	0	0	1	0	61.071430	94.000000	20.000000	22.527647
Tree 836	16	0	0	0	0	0	?	0	1	46.461540	94.000000	18.000000	19.357428
Tree 837	17	1	1	1	1	0	?	1	1	60.428570	99.000000	15.000000	28.414570
Tree 838	24	0	0	0	0	0	0	1	0	59.666668	100.000000	32.000000	20.737207
Tree 839	17	1	1	0	1	0	0	1	1	58.142857	89.000000	25.000000	23.868259
Tree 840	19	0	0	0	1	0	?	1	0	53.250000	99.000000	19.000000	20.849161
Tree 841	18	0	0	0	?	0	?	0	0	56.533333	98.000000	9.000000	31.398230
Tree 842	19	0	0	0	?	1	0	0	0	52.875000	100.000000	8.000000	26.509138
Tree 843	17	0	1	1	?	0	1	0	0	45.285713	81.000000	19.000000	21.965649
Tree 844	20	1	1	0	?	0	0	0	1	60.764706	100.000000	23.000000	25.470926
Tree 845	20	0	0	0	1	0	0	1	0	58.000000	95.000000	23.000000	24.367289
Tree 846	17	0	0	0	0	0	0	1	0	43.500000	100.000000	11.000000	25.581104
Tree 847	18	0	0	0	0	0	?	1	0	61.533333	90.000000	35.000000	15.339999
Tree 848	18	0	0	0	0	0	1	0	1	48.533333	93.000000	7.000000	26.545223
Tree 849	17	0	0	0	?	0	0	0	0	42.928570	89.000000	14.000000	24.542862
Tree 850	16	0	0	0	0	0	?	0	0	58.230770	96.000000	15.000000	26.103798
Tree 851	18	0	0	0	?	0	0	1	1	66.466667	100.000000	22.000000	25.565254
Tree 852	19	0	0	0	?	0	0	1	0	57.062500	94.000000	27.000000	22.793827
Tree 853	16	0	0	0	0	0	0	0	0	46.307693	75.000000	15.000000	18.865452
Tree 854	17	1	0	0	0	0	0	1	1	57.142857	97.000000	10.000000	27.758801
Tree 855	16	0	0	0	0	1	?	0	1	49.538460	78.000000	15.000000	19.971577
Tree 856	21	0	0	1	0	1	0	1	0	52.555557	96.000000	14.000000	23.305275
Tree 857	17	0	0	0	0	0	0	0	1	59.428570	93.000000	24.000000	21.192028
Tree 858	16	0	0	1	?	1	?	0	0	61.076923	98.000000	33.000000	19.132982
Tree 859	22	0	0	0	0	0	0	0	0	52.157894	100.000000	18.000000	24.934151
Tree 860	20	0	0	0	0	0	0	0	0	46.117645	86.000000	19.000000	18.926739
Tree 861	19	0	0	0	0	0	0	0	0	43.437500	80.000000	6.000000	23.811680
Tree 862	20	0	0	0	0	0	0	1	0	57.117645	100.000000	21.000000	23.361311
Tree 863	15	0	0	0	0	0	0	?	0	64.000000	100.000000	13.000000	28.565714
Tree 864	20	0	0	0	0	0	?	0	0	49.588234	100.000000	4.000000	28.096596
Tree 865	20	0	0	0	0	0	0	0	0	55.647060	96.000000	13.000000	26.173498
Tree 866	21	0	0	0	0	0	0	0	0	47.888889	91.000000	8.000000	27.632286
Tree 867	18	0	0	0	0	0	0	1	0	68.066666	98.000000	36.000000	20.443310
Tree 868	16	0	0	0	0	0	?	0	0	60.846153	86.000000	22.000000	18.600439
Tree 869	16	0	0	0	?	?	1	0	0	37.923077	86.000000	8.000000	25.021412
Tree 870	17	0	0	0	0	1	0	1	0	69.214287	100.000000	13.000000	26.907721
Tree 871	16	0	0	0	0	0	?	0	0	45.769230	88.000000	11.000000	22.056410
Tree 872	17	0	0	0	0	0	0	0	0	52.928570	82.000000	25.000000	15.191465
Tree 873	18	0	0	0	1	0	0	0	0	52.000000	100.000000	6.000000	28.495613
Tree 874	20	0	0	0	0	0	0	1	1	45.588234	100.000000	7.000000	27.508413
Tree 875	17	0	0	0	0	0	0	0	0	45.928570	85.000000	15.000000	15.795407
Tree 876	18	1	0	0	1	0	1	1	0	67.400002	100.000000	12.000000	29.286629
Tree 877	17	0	0	0	?	1	?	1	1	58.857143	100.000000	10.000000	29.002111
Tree 878	19	0	0	0	?	0	0	0	0	49.000000	100.000000	10.000000	28.556961
Tree 879	23	0	0	0	0	0	0	0	1	52.549999	97.000000	14.000000	25.078825
Tree 880	16	1	1	0	?	1	?	1	0	59.538460	99.000000	17.000000	23.087177
Tree 881	19	0	0	0	0	0	?	0	0	42.625000	100.000000	7.000000	24.634516
Tree 882	16	0	0	0	1	0	?	1	0	51.615383	97.000000	24.000000	19.963575
Tree 883	17	1	0	0	1	1	0	0	1	50.785713	100.000000	5.000000	27.365721
Tree 884	20	0	0	0	0	0	0	0	0	46.294117	97.000000	19.000000	20.752787
Tree 885	22	0	0	0	0	0	0	1	0	62.052631	100.000000	13.000000	29.551872
Tree 886	16	0	0	0	?	0	?	0	0	63.769230	100.000000	22.000000	28.636057
Tree 887	16	0	1	0	0	0	0	0	0	56.923077	91.000000	27.000000	20.600454
Tree 888	21	0	0	0	0	0	0	0	0	57.055557	99.000000	16.000000	23.665428
Tree 889	20	0	0	0	0	0	?	0	0	47.647060	100.000000	23.000000	19.923210
Tree 890	18	0	0	0	?	0	0	1	0	54.066666	96.000000	16.000000	22.104198
Tree 891	18	0	0	0	?	0	0	0	0	53.266666	79.000000	24.000000	14.685442
Tree 892	16	0	0	0	?	0	0	0	0	37.384617	68.000000	20.000000	14.307279
Tree 893	18	0	0	0	?	0	?	0	0	52.599998	97.000000	22.000000	18.874321
Tree 894	16	0	0	0	0	0	0	0	0	57.153847	99.000000	18.000000	24.241879
Tree 895	20	0	0	0	0	0	0	0	0	54.823528	100.000000	23.000000	25.784710
Tree 896	21	0	0	0	?	0	0	0	0	53.444443	100.000000	7.000000	29.422632
Tree 897	17	0	0	0	?	0	0	1	0	59.214287	100.000000	21.000000	21.567764
Tree 898	21	0	0	0	0	0	0	0	0	55.444443	99.000000	11.000000	22.684362
Tree 899	23	0	0	0	0	0	0	1	0	46.849998	100.000000	4.000000	32.932167
Tree 900	16	0	0	0	1	0	?	0	1	53.769230	100.000000	12.000000	23.871946
Tree 901	17	0	0	0	0	0	0	1	0	47.500000	100.000000	9.000000	24.645342
Tree 902	21	0	0	0	0	0	0	1	0	49.833332	100.000000	7.000000	21.636517
Tree 903	19	0	0	0	?	0	0	0	0	51.187500	97.000000	18.000000	23.828079
Tree 904	21	0	0	0	0	0	0	0	0	54.388889	100.000000	21.000000	24.367872
Tree 905	18	0	0	0	0	0	0	0	0	47.266666	100.000000	16.000000	24.271978
Tree 906	16	0	0	0	?	0	0	?	1+	48.000000	95.000000	20.000000	20.399849
Tree 907	18	0	0	0	?	0	0	0	0	55.266666	99.000000	20.000000	22.421616
Tree 908	17	0	0	0	?	0	0	0	0	49.357143	90.000000	14.000000	21.740702
Tree 909	19	0	0	0	?	0	0	0	0	45.875000	100.000000	11.000000	23.403727
Tree 910	16	1	0	0	?	0	1	1	1	64.769234	100.000000	33.000000	21.680029
Tree 911	21	0	0	0	0	0	0	0	0	48.388889	86.000000	23.000000	19.105377
Tree 912	16	0	0	0	0	0	?	0	0	56.307693	91.000000	21.000000	20.745285
Tree 913	17	0	0	0	0	?	0	1	0	55.857143	79.000000	19.000000	20.948431
Tree 914	16	0	0	0	?	0	0	1	0	49.384617	88.000000	5.000000	27.927210
Tree 915	22	0	0	0	0	1	0	0	0	45.842106	91.000000	2.000000	26.328419
Tree 916	20	0	0	0	0	0	0	1	0	48.823528	98.000000	13.000000	22.625429
Tree 917	19	0	0	0	0	0	0	0	0	49.812500	99.000000	22.000000	21.462812
Tree 918	18	0	0	0	0	1	0	0	0	49.466667	100.000000	13.000000	25.450256
Tree 919	18	0	0	0	0	0	?	1	1	57.066666	100.000000	19.000000	24.474384
Tree 920	19	0	0	0	0	0	0	0	0	49.187500	93.000000	17.000000	25.160034
Tree 921	20	0	0	0	?	0	0	0	0	58.117645	100.000000	10.000000	27.420221
Tree 922	20	0	0	0	0	0	0	1	0	56.764706	100.000000	11.000000	26.266798
Tree 923	18	1	0	0	?	0	0	0	0	55.933334	100.000000	24.000000	20.715427
Tree 924	16	0	0	0	0	0	0	0	0	36.769230	69.000000	3.000000	19.616138
Tree 925	16	0	0	0	0	?	0	1	0	38.076923	71.000000	7.000000	17.184347
Tree 926	17	0	0	0	?	0	?	0	0	43.000000	79.000000	13.000000	21.397596
Tree 927	16	0	0	0	0	0	0	0	1	46.230770	85.000000	21.000000	15.748767
Tree 928	19	0	0	0	?	0	?	1	0	51.625000	97.000000	16.000000	26.253273
Tree 929	19	0	0	0	0	0	?	1	0	57.250000	100.000000	19.000000	28.063543
Tree 930	18	0	0	0	0	0	0	0	0	62.866665	100.000000	27.000000	20.934395
Tree 931	19	0	0	0	0	0	0	1	0	52.500000	97.000000	22.000000	23.140873
Tree 932	16	0	0	0	0	0	0	1	1+	46.846153	100.000000	17.000000	23.435167
Tree 933	17	0	0	0	0	0	?	1	1+	61.000000	94.000000	17.000000	25.025702
Tree 934	16	0	0	0	?	0	0	0	1	53.769230	79.000000	13.000000	23.072308
Tree 935	18	0	1	0	0	0	0	0	1	61.599998	100.000000	20.000000	26.615284
